URL,Dinosaur,Height,Weight
https://en.wikipedia.org/wiki/Chilantaisaurus,Chilantaisaurus,-,-
https://en.wikipedia.org/wiki/Chilesaurus,Chilesaurus,-,-
https://en.wikipedia.org/wiki/Chindesaurus,Chindesaurus,-,-
https://en.wikipedia.org/wiki/Chingkankousaurus,Chingkankousaurus,-,-
https://en.wikipedia.org/wiki/Chinshakiangosaurus,Chinshakiangosaurus,-,-
https://en.wikipedia.org/wiki/Chirostenotes,Chirostenotes,-,-
https://en.wikipedia.org/wiki/Choconsaurus,Choconsaurus,-,-
https://en.wikipedia.org/wiki/Chondrosteosaurus,Chondrosteosaurus,-,-
https://en.wikipedia.org/wiki/Choyrodon,Choyrodon,-,-
https://en.wikipedia.org/wiki/Chromogisaurus,Chromogisaurus,-,-
https://en.wikipedia.org/wiki/Chuandongocoelurus,Chuandongocoelurus,-,-
https://en.wikipedia.org/wiki/Chuanjiesaurus,Chuanjiesaurus,-,-
https://en.wikipedia.org/wiki/Chuanqilong,Chuanqilong,-,-
https://en.wikipedia.org/wiki/Chubutisaurus,Chubutisaurus,-,-
https://en.wikipedia.org/wiki/Chucarosaurus,Chucarosaurus,-,-
https://en.wikipedia.org/wiki/Chungkingosaurus,Chungkingosaurus,-,-
https://en.wikipedia.org/wiki/Chuxiongosaurus,Chuxiongosaurus,-,-
https://en.wikipedia.org/wiki/Cienciargentina,Cienciargentina,-,-
https://en.wikipedia.org/wiki/Cinizasaurus,Cinizasaurus,-,-
https://en.wikipedia.org/wiki/Cionodon,Cionodon,-,-
https://en.wikipedia.org/wiki/Citipati,Citipati,-,-
https://en.wikipedia.org/wiki/Citipes,Citipes,-,-
https://en.wikipedia.org/wiki/Cladeiodon,Cladeiodon,-,-
https://en.wikipedia.org/wiki/Rauisuchia,rauisuchian,-,-
https://en.wikipedia.org/wiki/Teratosaurus,Teratosaurus,-,-
https://en.wikipedia.org/wiki/Claorhynchus,Claorhynchus,-,-
https://en.wikipedia.org/wiki/Claosaurus,Claosaurus,-,-
https://en.wikipedia.org/wiki/Clarencea,Clarencea,-,-
https://en.wikipedia.org/wiki/Sphenosuchia,sphenosuchian,-,-
https://en.wikipedia.org/wiki/Sphenosuchus,Sphenosuchus,-,-
https://en.wikipedia.org/wiki/Clasmodosaurus,Clasmodosaurus,-,-
https://en.wikipedia.org/wiki/Clepsysaurus,Clepsysaurus,-,-
https://en.wikipedia.org/wiki/Palaeosaurus,Palaeosaurus,-,-
https://en.wikipedia.org/wiki/Coahuilaceratops,Coahuilaceratops,-,-
https://en.wikipedia.org/wiki/Coahuilasaurus,Coahuilasaurus,-,-
https://en.wikipedia.org/wiki/Coelophysis,Coelophysis,-,-
https://en.wikipedia.org/wiki/Coelosaurus,Coelosaurus,-,-
https://en.wikipedia.org/wiki/%22Coelosaurus%22_antiquus,"""Coelosaurus"" antiquus",-,-
https://en.wikipedia.org/wiki/Coeluroides,Coeluroides,-,-
https://en.wikipedia.org/wiki/Coelurosauravus,Coelurosauravus,-,-
https://en.wikipedia.org/wiki/Diapsid,diapsid,-,-
https://en.wikipedia.org/wiki/Coelurus,Coelurus,-,-
https://en.wikipedia.org/wiki/Colepiocephale,Colepiocephale,-,-
https://en.wikipedia.org/wiki/Coloradia_(dinosaur),Coloradia,-,-
https://en.wikipedia.org/wiki/Coloradisaurus,Coloradisaurus,-,-
https://en.wikipedia.org/wiki/Colossosaurus,Colossosaurus,-,-
https://en.wikipedia.org/wiki/Pelorosaurus,Pelorosaurus,-,-
https://en.wikipedia.org/wiki/Comahuesaurus,Comahuesaurus,-,-
https://en.wikipedia.org/wiki/Comanchesaurus,Comanchesaurus,-,-
https://en.wikipedia.org/wiki/Compsognathus,Compsognathus,-,-
https://en.wikipedia.org/wiki/Cleveland_Museum_of_Natural_History,Cleveland Museum of Natural History,-,-
https://en.wikipedia.org/wiki/Compsosuchus,Compsosuchus,-,-
https://en.wikipedia.org/wiki/Comptonatus,Comptonatus,-,-
https://en.wikipedia.org/wiki/Concavenator,Concavenator,-,-
https://en.wikipedia.org/wiki/Conchoraptor,Conchoraptor,-,-
https://en.wikipedia.org/wiki/Condorraptor,Condorraptor,-,-
https://en.wikipedia.org/wiki/Convolosaurus,Convolosaurus,-,-
https://en.wikipedia.org/wiki/Coronosaurus,Coronosaurus,-,-
https://en.wikipedia.org/wiki/Corythoraptor,Corythoraptor,-,-
https://en.wikipedia.org/wiki/Corythosaurus,Corythosaurus,-,-
https://en.wikipedia.org/wiki/Craspedodon,Craspedodon,-,-
https://en.wikipedia.org/wiki/Crataeomus,Crataeomus,-,-
https://en.wikipedia.org/wiki/Struthiosaurus,Struthiosaurus,-,-
https://en.wikipedia.org/wiki/Craterosaurus,Craterosaurus,-,-
https://en.wikipedia.org/wiki/Creosaurus,Creosaurus,-,-
https://en.wikipedia.org/wiki/Crichtonpelta,Crichtonpelta,-,-
https://en.wikipedia.org/wiki/Crichtonsaurus,Crichtonsaurus,-,-
https://en.wikipedia.org/wiki/Cristatusaurus,Cristatusaurus,-,-
https://en.wikipedia.org/wiki/Crittendenceratops,Crittendenceratops,-,-
https://en.wikipedia.org/wiki/Crosbysaurus,Crosbysaurus,-,-
https://en.wikipedia.org/wiki/Cruxicheiros,Cruxicheiros,-,-
https://en.wikipedia.org/wiki/Cryolophosaurus,Cryolophosaurus,-,-
https://en.wikipedia.org/wiki/Cryptarcus,Cryptarcus,-,-
https://en.wikipedia.org/wiki/Cryptodraco,Cryptodraco,-,-
https://en.wikipedia.org/wiki/Cryptosaurus,Cryptosaurus,-,-
https://en.wikipedia.org/wiki/Cryptoraptor,Cryptoraptor,-,-
https://en.wikipedia.org/wiki/Cryptovolans,Cryptovolans,-,-
https://en.wikipedia.org/wiki/Cumnoria,Cumnoria,-,-
https://en.wikipedia.org/wiki/Daanosaurus,Daanosaurus,-,-
https://en.wikipedia.org/wiki/Dacentrurus,Dacentrurus,-,-
https://en.wikipedia.org/wiki/Dachongosaurus,Dachongosaurus,-,-
https://en.wikipedia.org/wiki/Daemonosaurus,Daemonosaurus,-,-
https://en.wikipedia.org/wiki/Dahalokely,Dahalokely,-,-
https://en.wikipedia.org/wiki/Dakotadon,Dakotadon,-,-
https://en.wikipedia.org/wiki/Dakotaraptor,Dakotaraptor,-,-
https://en.wikipedia.org/wiki/Daliansaurus,Daliansaurus,-,-
https://en.wikipedia.org/wiki/Damalasaurus,Damalasaurus,-,-
https://en.wikipedia.org/wiki/Dandakosaurus,Dandakosaurus,-,-
https://en.wikipedia.org/wiki/Danubiosaurus,Danubiosaurus,-,-
https://en.wikipedia.org/wiki/Daptosaurus,Daptosaurus,-,-
https://en.wikipedia.org/wiki/Deinonychus,Deinonychus,-,-
https://en.wikipedia.org/wiki/Darwinsaurus,Darwinsaurus,-,-
https://en.wikipedia.org/wiki/Hypselospinus,Hypselospinus,-,-
https://en.wikipedia.org/wiki/Mantellisaurus,Mantellisaurus,-,-
https://en.wikipedia.org/wiki/Dashanpusaurus,Dashanpusaurus,-,-
https://en.wikipedia.org/wiki/Dasosaurus,Dasosaurus,-,-
https://en.wikipedia.org/wiki/Daspletosaurus,Daspletosaurus,-,-
https://en.wikipedia.org/wiki/Dasygnathoides,Dasygnathus,-,-
https://en.wikipedia.org/wiki/Ornithosuchus,Ornithosuchus,-,-
https://en.wikipedia.org/wiki/Datai,Datai,-,-
https://en.wikipedia.org/wiki/Datanglong,Datanglong,-,-
https://en.wikipedia.org/wiki/Deinocheirus,Deinocheirus,-,-
https://en.wikipedia.org/wiki/Datonglong,Datonglong,-,-
https://en.wikipedia.org/wiki/Datousaurus,Datousaurus,-,-
https://en.wikipedia.org/wiki/Daurlong,Daurlong,-,-
https://en.wikipedia.org/wiki/Daurosaurus,Daurosaurus,-,-
https://en.wikipedia.org/wiki/Kulindadromeus,Kulindadromeus,-,-
https://en.wikipedia.org/wiki/Daxiatitan,Daxiatitan,-,-
https://en.wikipedia.org/wiki/Deinodon,Deinodon,-,-
https://en.wikipedia.org/wiki/Gorgosaurus,Gorgosaurus,-,-
https://en.wikipedia.org/wiki/Delapparentia,Delapparentia,-,-
https://en.wikipedia.org/wiki/Iguanodon,Iguanodon,-,-
https://en.wikipedia.org/wiki/Deltadromeus,Deltadromeus,-,-
https://en.wikipedia.org/wiki/Demandasaurus,Demandasaurus,-,-
https://en.wikipedia.org/wiki/Denversaurus,Denversaurus,-,-
https://en.wikipedia.org/wiki/Deuterosaurus,Deuterosaurus,-,-
https://en.wikipedia.org/wiki/Therapsid,therapsid,-,-
https://en.wikipedia.org/wiki/Diabloceratops,Diabloceratops,-,-
https://en.wikipedia.org/wiki/Diamantinasaurus,Diamantinasaurus,-,-
https://en.wikipedia.org/wiki/Dianchungosaurus,Dianchungosaurus,-,-
https://en.wikipedia.org/wiki/Nedoceratops,Nedoceratops,-,-
https://en.wikipedia.org/wiki/Diclonius,Diclonius,-,-
https://en.wikipedia.org/wiki/Dicraeosaurus,Dicraeosaurus,-,-
https://en.wikipedia.org/wiki/Didanodon,Didanodon,-,-
https://en.wikipedia.org/wiki/Lambeosaurus,Lambeosaurus,-,-
https://en.wikipedia.org/wiki/Dilong_paradoxus,Dilong,-,-
https://en.wikipedia.org/wiki/Dilophosaurus,Dilophosaurus,-,-
https://en.wikipedia.org/wiki/Diluvicursor,Diluvicursor,-,-
https://en.wikipedia.org/wiki/Dimodosaurus,Dimodosaurus,-,-
https://en.wikipedia.org/wiki/Plateosaurus,Plateosaurus,-,-
https://en.wikipedia.org/wiki/Dineobellator,Dineobellator,-,-
https://en.wikipedia.org/wiki/Dinheirosaurus,Dinheirosaurus,-,-
https://en.wikipedia.org/wiki/Supersaurus,Supersaurus,-,-
https://en.wikipedia.org/wiki/Dinodocus,Dinodocus,-,-
https://en.wikipedia.org/wiki/Brithopus,Brithopus,-,-
https://en.wikipedia.org/wiki/Dinotyrannus,Dinotyrannus,-,-
https://en.wikipedia.org/wiki/Diodorus_scytobrachion,Diodorus,-,-
https://en.wikipedia.org/wiki/Diplodocus,Diplodocus,-,-
https://en.wikipedia.org/wiki/Diplotomodon,Diplotomodon,-,-
https://en.wikipedia.org/wiki/Diracodon,Diracodon,-,-
https://en.wikipedia.org/wiki/Stegosaurus,Stegosaurus,-,-
https://en.wikipedia.org/wiki/Diuqin,Diuqin,-,-
https://en.wikipedia.org/wiki/Dolichosuchus,Dolichosuchus,-,-
https://en.wikipedia.org/wiki/Dollodon,Dollodon,-,-
https://en.wikipedia.org/wiki/Domeykosaurus,Domeykosaurus,-,-
https://en.wikipedia.org/wiki/Dongbeititan,Dongbeititan,-,-
https://en.wikipedia.org/wiki/Dongyangopelta,Dongyangopelta,-,-
https://en.wikipedia.org/wiki/Dongyangosaurus,Dongyangosaurus,-,-
https://en.wikipedia.org/wiki/Doolysaurus,Doolysaurus,-,-
https://en.wikipedia.org/wiki/Doratodon,Doratodon,-,-
https://en.wikipedia.org/wiki/Dornraptor,Dornraptor,-,-
https://en.wikipedia.org/wiki/Doryphorosaurus,Doryphorosaurus,-,-
https://en.wikipedia.org/wiki/Kentrosaurus,Kentrosaurus,-,-
https://en.wikipedia.org/wiki/Draconyx,Draconyx,-,-
https://en.wikipedia.org/wiki/Dracopelta,Dracopelta,-,-
https://en.wikipedia.org/wiki/Dracoraptor,Dracoraptor,-,-
https://en.wikipedia.org/wiki/Dracorex,Dracorex,-,-
https://en.wikipedia.org/wiki/Pachycephalosaurus,Pachycephalosaurus,-,-
https://en.wikipedia.org/wiki/Dracovenator,Dracovenator,-,-
https://en.wikipedia.org/wiki/Dravidosaurus,Dravidosaurus,-,-
https://en.wikipedia.org/wiki/Dreadnoughtus,Dreadnoughtus,-,-
https://en.wikipedia.org/wiki/Drinker_(dinosaur),Drinker,-,-
https://en.wikipedia.org/wiki/Nanosaurus,Nanosaurus,-,-
https://en.wikipedia.org/wiki/Dromaeosauroides,Dromaeosauroides,-,-
https://en.wikipedia.org/wiki/Dromaeosaurus,Dromaeosaurus,-,-
https://en.wikipedia.org/wiki/Dromiceiomimus,Dromiceiomimus,-,-
https://en.wikipedia.org/wiki/Dromicosaurus,Dromicosaurus,-,-
https://en.wikipedia.org/wiki/Drusilasaura,Drusilasaura,-,-
https://en.wikipedia.org/wiki/Dryosaurus,Dryosaurus,-,-
https://en.wikipedia.org/wiki/Dysalotosaurus,Dysalotosaurus,-,-
https://en.wikipedia.org/wiki/Dryptosauroides,Dryptosauroides,-,-
https://en.wikipedia.org/wiki/Dryptosaurus,Dryptosaurus,-,-
https://en.wikipedia.org/wiki/Dubreuillosaurus,Dubreuillosaurus,-,-
https://en.wikipedia.org/wiki/Duonychus,Duonychus,-,-
https://en.wikipedia.org/wiki/List_of_informally_named_dinosaurs#Duranteceratops,Duranteceratops,-,-
https://en.wikipedia.org/wiki/Duriatitan,Duriatitan,-,-
https://en.wikipedia.org/wiki/Duriavenator,Duriavenator,-,-
https://en.wikipedia.org/wiki/Dynamosaurus,Dynamosaurus,-,-
https://en.wikipedia.org/wiki/Dynamoterror,Dynamoterror,-,-
https://en.wikipedia.org/wiki/Dyoplosaurus,Dyoplosaurus,-,-
https://en.wikipedia.org/wiki/Dysganus,Dysganus,-,-
https://en.wikipedia.org/wiki/Dyslocosaurus,Dyslocosaurus,-,-
https://en.wikipedia.org/wiki/Dystrophaeus,Dystrophaeus,-,-
https://en.wikipedia.org/wiki/Dystylosaurus,Dystylosaurus,-,-
https://en.wikipedia.org/wiki/Dzharacursor,Dzharacursor,-,-
https://en.wikipedia.org/wiki/Dzharaonyx,Dzharaonyx,-,-
https://en.wikipedia.org/wiki/Dzharatitanis,Dzharatitanis,-,-
https://en.wikipedia.org/wiki/Echinodon,Echinodon,-,-
https://en.wikipedia.org/wiki/List_of_informally_named_dinosaurs,Echizensaurus,-,-
https://en.wikipedia.org/wiki/Edmarka,Edmarka,-,-
https://en.wikipedia.org/wiki/Efraasia,Efraasia,-,-
https://en.wikipedia.org/wiki/Eoraptor,Eoraptor,-,-
https://en.wikipedia.org/wiki/Einiosaurus,Einiosaurus,-,-
https://en.wikipedia.org/wiki/Ekrixinatosaurus,Ekrixinatosaurus,-,-
https://en.wikipedia.org/wiki/Elachistosuchus,Elachistosuchus,-,-
https://en.wikipedia.org/wiki/Sphenodontia,rhynchocephalian,-,-
https://en.wikipedia.org/wiki/Elaltitan,Elaltitan,-,-
https://en.wikipedia.org/wiki/Elaphrosaurus,Elaphrosaurus,-,-
https://en.wikipedia.org/wiki/Elemgasem,Elemgasem,-,-
https://en.wikipedia.org/wiki/Elmisaurus,Elmisaurus,-,-
https://en.wikipedia.org/wiki/Elosaurus,Elosaurus,-,-
https://en.wikipedia.org/wiki/Elrhazosaurus,Elrhazosaurus,-,-
https://en.wikipedia.org/wiki/Elvisaurus,Elvisaurus,-,-
https://en.wikipedia.org/wiki/Emausaurus,Emausaurus,-,-
https://en.wikipedia.org/wiki/Embasaurus,Embasaurus,-,-
https://en.wikipedia.org/wiki/Emiliasaura,Emiliasaura,-,-
https://en.wikipedia.org/wiki/Enigmacursor,Enigmacursor,-,-
https://en.wikipedia.org/wiki/Enigmosaurus,Enigmosaurus,-,-
https://en.wikipedia.org/wiki/Eoabelisaurus,Eoabelisaurus,-,-
https://en.wikipedia.org/wiki/Eobrontosaurus,Eobrontosaurus,-,-
https://en.wikipedia.org/wiki/Eocarcharia,Eocarcharia,-,-
https://en.wikipedia.org/wiki/Eoceratops,Eoceratops,-,-
https://en.wikipedia.org/wiki/Eocursor,Eocursor,-,-
https://en.wikipedia.org/wiki/Eodromaeus,Eodromaeus,-,-
https://en.wikipedia.org/wiki/Eohadrosaurus,Eohadrosaurus,-,-
https://en.wikipedia.org/wiki/Eolambia,Eolambia,-,-
https://en.wikipedia.org/wiki/Eomamenchisaurus,Eomamenchisaurus,-,-
https://en.wikipedia.org/wiki/Eoneophron,Eoneophron,-,-
https://en.wikipedia.org/wiki/Eoplophysis,Eoplophysis,-,-
https://en.wikipedia.org/wiki/Eosinopteryx,Eosinopteryx,-,-
https://en.wikipedia.org/wiki/Eotrachodon,Eotrachodon,-,-
https://en.wikipedia.org/wiki/Eotriceratops,Eotriceratops,-,-
https://en.wikipedia.org/wiki/Eotyrannus,Eotyrannus,-,-
https://en.wikipedia.org/wiki/Eousdryosaurus,Eousdryosaurus,-,-
https://en.wikipedia.org/wiki/Epachthosaurus,Epachthosaurus,-,-
https://en.wikipedia.org/wiki/Epanterias,Epanterias,-,-
https://en.wikipedia.org/wiki/Ephoenosaurus,Ephoenosaurus,-,-
https://en.wikipedia.org/wiki/Machimosaurus,Machimosaurus,-,-
https://en.wikipedia.org/wiki/Epichirostenotes,Epichirostenotes,-,-
https://en.wikipedia.org/wiki/Epidendrosaurus,Epidendrosaurus,-,-
https://en.wikipedia.org/wiki/Scansoriopteryx,Scansoriopteryx,-,-
https://en.wikipedia.org/wiki/Epidexipteryx,Epidexipteryx,-,-
https://en.wikipedia.org/wiki/Equijubus,Equijubus,-,-
https://en.wikipedia.org/wiki/Erectopus,Erectopus,-,-
https://en.wikipedia.org/wiki/Erketu,Erketu,-,-
https://en.wikipedia.org/wiki/Euoplocephalus,Euoplocephalus,-,-
https://en.wikipedia.org/wiki/Erliansaurus,Erliansaurus,-,-
https://en.wikipedia.org/wiki/Erlikosaurus,Erlikosaurus,-,-
https://en.wikipedia.org/wiki/Erythrovenator,Erythrovenator,-,-
https://en.wikipedia.org/wiki/Eshanosaurus,Eshanosaurus,-,-
https://en.wikipedia.org/wiki/Euacanthus,Euacanthus,-,-
https://en.wikipedia.org/wiki/Polacanthus,Polacanthus,-,-
https://en.wikipedia.org/wiki/Eucamerotus,Eucamerotus,-,-
https://en.wikipedia.org/wiki/Eucentrosaurus,Eucentrosaurus,-,-
https://en.wikipedia.org/wiki/Eucercosaurus,Eucercosaurus,-,-
https://en.wikipedia.org/wiki/Eucoelophysis,Eucoelophysis,-,-
https://en.wikipedia.org/wiki/Eugongbusaurus,Eugongbusaurus,-,-
https://en.wikipedia.org/wiki/Euhelopus,Euhelopus,-,-
https://en.wikipedia.org/wiki/Eupodosaurus,Eupodosaurus,-,-
https://en.wikipedia.org/wiki/Nothosaur,nothosaur,-,-
https://en.wikipedia.org/wiki/Lariosaurus,Lariosaurus,-,-
https://en.wikipedia.org/wiki/Eureodon,Eureodon,-,-
https://en.wikipedia.org/wiki/Tenontosaurus,Tenontosaurus,-,-
https://en.wikipedia.org/wiki/Eurolimnornis,Eurolimnornis,-,-
https://en.wikipedia.org/wiki/Pterosaur,pterosaur,-,-
https://en.wikipedia.org/wiki/Euronychodon,Euronychodon,-,-
https://en.wikipedia.org/wiki/Europasaurus,Europasaurus,-,-
https://en.wikipedia.org/wiki/Europatitan,Europatitan,-,-
https://en.wikipedia.org/wiki/Europelta,Europelta,-,-
https://en.wikipedia.org/wiki/Euskelosaurus,Euskelosaurus,-,-
https://en.wikipedia.org/wiki/Eustreptospondylus,Eustreptospondylus,-,-
https://en.wikipedia.org/wiki/Fabrosaurus,Fabrosaurus,-,-
https://en.wikipedia.org/wiki/Lesothosaurus,Lesothosaurus,-,-
https://en.wikipedia.org/wiki/Falcarius,Falcarius,-,-
https://en.wikipedia.org/wiki/Fendusaurus,Fendusaurus,-,-
https://en.wikipedia.org/wiki/Fenestrosaurus,Fenestrosaurus,-,-
https://en.wikipedia.org/wiki/Oviraptor,Oviraptor,-,-
https://en.wikipedia.org/wiki/Ferenceratops,Ferenceratops,-,-
https://en.wikipedia.org/wiki/Ferganasaurus,Ferganasaurus,-,-
https://en.wikipedia.org/wiki/Ferganastegos,Ferganastegos,-,-
https://en.wikipedia.org/wiki/Ferganocephale,Ferganocephale,-,-
https://en.wikipedia.org/wiki/Ferrisaurus,Ferrisaurus,-,-
https://en.wikipedia.org/wiki/Ferropectis,Ferropectis,-,-
https://en.wikipedia.org/wiki/Fona,Fona,-,-
https://en.wikipedia.org/wiki/Foraminacephale,Foraminacephale,-,-
https://en.wikipedia.org/wiki/Foskeia,Foskeia,-,-
https://en.wikipedia.org/wiki/Fosterovenator,Fosterovenator,-,-
https://en.wikipedia.org/wiki/Fostoria_dhimbangunmal,Fostoria,-,-
https://en.wikipedia.org/wiki/List_of_informally_named_dinosaurs#Francoposeidon,Francoposeidon,-,-
https://en.wikipedia.org/wiki/Frenguellisaurus,Frenguellisaurus,-,-
https://en.wikipedia.org/wiki/Herrerasaurus,Herrerasaurus,-,-
https://en.wikipedia.org/wiki/Fruitadens,Fruitadens,-,-
https://en.wikipedia.org/wiki/Fujianvenator,Fujianvenator,-,-
https://en.wikipedia.org/wiki/Fukuiraptor,Fukuiraptor,-,-
https://en.wikipedia.org/wiki/Fukuisaurus,Fukuisaurus,-,-
https://en.wikipedia.org/wiki/Fukuititan,Fukuititan,-,-
https://en.wikipedia.org/wiki/Fukuivenator,Fukuivenator,-,-
https://en.wikipedia.org/wiki/Fulengia,Fulengia,-,-
https://en.wikipedia.org/wiki/Fulgurotherium,Fulgurotherium,-,-
https://en.wikipedia.org/wiki/Furcatoceratops,Furcatoceratops,-,-
https://en.wikipedia.org/wiki/Fushanosaurus,Fushanosaurus,-,-
https://en.wikipedia.org/wiki/Fusinasus,Fusinasus,-,-
https://en.wikipedia.org/wiki/Fusuisaurus,Fusuisaurus,-,-
https://en.wikipedia.org/wiki/Futabasaurus_(dinosaur),Futabasaurus,-,-
https://en.wikipedia.org/wiki/Plesiosaur,plesiosaur,-,-
https://en.wikipedia.org/wiki/Futabasaurus,Futabasaurus,-,-
https://en.wikipedia.org/wiki/Futalognkosaurus,Futalognkosaurus,-,-
https://en.wikipedia.org/wiki/Fylax,Fylax,-,-
https://en.wikipedia.org/wiki/Gadolosaurus,Gadolosaurus,-,-
https://en.wikipedia.org/wiki/Galeamopus,Galeamopus,-,-
https://en.wikipedia.org/wiki/Galesaurus,Galesaurus,-,-
https://en.wikipedia.org/wiki/Therapsida,therapsid,-,-
https://en.wikipedia.org/wiki/Galleonosaurus,Galleonosaurus,-,-
https://en.wikipedia.org/wiki/Gallimimus,Gallimimus,-,-
https://en.wikipedia.org/wiki/Galtonia_gibbidens,Galtonia,-,-
https://en.wikipedia.org/wiki/Pseudosuchia,pseudosuchian,-,-
https://en.wikipedia.org/wiki/Revueltosaurus,Revueltosaurus,-,-
https://en.wikipedia.org/wiki/Galveosaurus,Galveosaurus,-,-
https://en.wikipedia.org/wiki/Galvesaurus,Galvesaurus,-,-
https://en.wikipedia.org/wiki/Gamatavus,Gamatavus,-,-
https://en.wikipedia.org/wiki/Gandititan,Gandititan,-,-
https://en.wikipedia.org/wiki/Gannansaurus,Gannansaurus,-,-
https://en.wikipedia.org/wiki/Gansutitan,Gansutitan,-,-
https://en.wikipedia.org/wiki/Ganzhousaurus,Ganzhousaurus,-,-
https://en.wikipedia.org/wiki/Gargoyleosaurus,Gargoyleosaurus,-,-
https://en.wikipedia.org/wiki/Garrigatitan,Garrigatitan,-,-
https://en.wikipedia.org/wiki/Garudimimus,Garudimimus,-,-
https://en.wikipedia.org/wiki/Garumbatitan,Garumbatitan,-,-
https://en.wikipedia.org/wiki/Gasosaurus,Gasosaurus,-,-
https://en.wikipedia.org/wiki/Giganotosaurus,Giganotosaurus,-,-
https://en.wikipedia.org/wiki/Gasparinisaura,Gasparinisaura,-,-
https://en.wikipedia.org/wiki/Gastonia_(dinosaur),Gastonia,-,-
https://en.wikipedia.org/wiki/Gavinosaurus,Gavinosaurus,-,-
https://en.wikipedia.org/wiki/Geminiraptor,Geminiraptor,-,-
https://en.wikipedia.org/wiki/Genusaurus,Genusaurus,-,-
https://en.wikipedia.org/wiki/Genyodectes,Genyodectes,-,-
https://en.wikipedia.org/wiki/Geranosaurus,Geranosaurus,-,-
https://en.wikipedia.org/wiki/Gideonmantellia,Gideonmantellia,-,-
https://en.wikipedia.org/wiki/Gigantoraptor,Gigantoraptor,-,-
https://en.wikipedia.org/wiki/Tornieria,Tornieria,-,-
https://en.wikipedia.org/wiki/Gigantosaurus,Gigantosaurus,-,-
https://en.wikipedia.org/wiki/Gigantoscelus,Gigantoscelus,-,-
https://en.wikipedia.org/wiki/Gigantspinosaurus,Gigantspinosaurus,-,-
https://en.wikipedia.org/wiki/Gilmoreosaurus,Gilmoreosaurus,-,-
https://en.wikipedia.org/wiki/Ginnareemimus,Ginnareemimus,-,-
https://en.wikipedia.org/wiki/Kinnareemimus,Kinnareemimus,-,-
https://en.wikipedia.org/wiki/Giraffatitan,Giraffatitan,-,-
https://en.wikipedia.org/wiki/Glacialisaurus,Glacialisaurus,-,-
https://en.wikipedia.org/wiki/Glishades,Glishades,-,-
https://en.wikipedia.org/wiki/Glyptodontopelta,Glyptodontopelta,-,-
https://en.wikipedia.org/wiki/Gnathovorax,Gnathovorax,-,-
https://en.wikipedia.org/wiki/Gobiceratops,Gobiceratops,-,-
https://en.wikipedia.org/wiki/Gobihadros,Gobihadros,-,-
https://en.wikipedia.org/wiki/Gobiraptor,Gobiraptor,-,-
https://en.wikipedia.org/wiki/Gobisaurus,Gobisaurus,-,-
https://en.wikipedia.org/wiki/Gobititan,Gobititan,-,-
https://en.wikipedia.org/wiki/Gobivenator,Gobivenator,-,-
https://en.wikipedia.org/wiki/Godzillasaurus_(dinosaur),Godzillasaurus,-,-
https://en.wikipedia.org/wiki/Gojirasaurus,Gojirasaurus,-,-
https://en.wikipedia.org/wiki/Gondwanatitan,Gondwanatitan,-,-
https://en.wikipedia.org/wiki/Gondwanax,Gondwanax,-,-
https://en.wikipedia.org/wiki/Gongbusaurus,Gongbusaurus,-,-
https://en.wikipedia.org/wiki/Gongpoquansaurus,Gongpoquansaurus,-,-
https://en.wikipedia.org/wiki/Gongxianosaurus,Gongxianosaurus,-,-
https://en.wikipedia.org/wiki/Gonkoken,Gonkoken,-,-
https://en.wikipedia.org/wiki/Goyocephale,Goyocephale,-,-
https://en.wikipedia.org/wiki/Graciliceratops,Graciliceratops,-,-
https://en.wikipedia.org/wiki/Graciliraptor,Graciliraptor,-,-
https://en.wikipedia.org/wiki/Gracilisuchus,Gracilisuchus,-,-
https://en.wikipedia.org/wiki/Gravitholus,Gravitholus,-,-
https://en.wikipedia.org/wiki/Gremlin_slobodorum,Gremlin,-,-
https://en.wikipedia.org/wiki/Gresslyosaurus,Gresslyosaurus,-,-
https://en.wikipedia.org/wiki/Griphornis,Griphornis,-,-
https://en.wikipedia.org/wiki/Griphosaurus,Griphosaurus,-,-
https://en.wikipedia.org/wiki/Gryphoceratops,Gryphoceratops,-,-
https://en.wikipedia.org/wiki/Gryponyx,Gryponyx,-,-
https://en.wikipedia.org/wiki/Gryposaurus,Gryposaurus,-,-
https://en.wikipedia.org/wiki/Gspsaurus,Gspsaurus,-,-
https://en.wikipedia.org/wiki/Guaibasaurus,Guaibasaurus,-,-
https://en.wikipedia.org/wiki/Gualicho,Gualicho,-,-
https://en.wikipedia.org/wiki/Guanlong,Guanlong,-,-
https://en.wikipedia.org/wiki/Guemesia,Guemesia,-,-
https://en.wikipedia.org/wiki/Gwyneddosaurus,Gwyneddosaurus,-,-
https://en.wikipedia.org/wiki/Tanystropheus,Tanystropheus,-,-
https://en.wikipedia.org/wiki/Gyposaurus,Gyposaurus,-,-
https://en.wikipedia.org/wiki/Hadrosauravus,Hadrosauravus,-,-
https://en.wikipedia.org/wiki/Haestasaurus,Haestasaurus,-,-
https://en.wikipedia.org/wiki/Hagryphus,Hagryphus,-,-
https://en.wikipedia.org/wiki/Hallopus,Hallopus,-,-
https://en.wikipedia.org/wiki/Crocodylomorph,crocodylomorph,-,-
https://en.wikipedia.org/wiki/Halszkaraptor,Halszkaraptor,-,-
https://en.wikipedia.org/wiki/Halticosaurus,Halticosaurus,-,-
